Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2005-12-31 00:00:00+00:00,0.5777777777777773,-4.05,0.89,17.114300000000004,140.0,9.982,1016.66
2006-01-31 00:00:00+00:00,-1.6779420549581838,-4.173708183990442,0.8346102150537635,8.89421129032258,161.0188172043011,7.894063709677419,1021.2049596774193
2006-02-28 00:00:00+00:00,-0.0653935185185185,-2.9907159391534393,0.843467261904762,10.957008333333334,197.88690476190476,7.41879375,995.1839136904762
2006-03-31 00:00:00+00:00,4.559274193548387,1.9697804659498208,0.7787365591397849,14.421488440860216,195.05913978494624,9.602589650537634,976.4362634408601
2006-04-30 00:00:00+00:00,12.635030864197532,12.098827160493826,0.728625,10.930670138888889,191.87777777777777,10.626760277777777,1013.4936944444444
2006-05-31 00:00:00+00:00,15.650731780167265,15.539478793309438,0.7218010752688172,10.17416129032258,209.31048387096774,11.748066129032258,1016.6297849462367
2006-06-30 00:00:00+00:00,19.35462191358025,19.53596450617284,0.7471249999999999,8.834002916666666,193.4875,11.597992777777778,1015.0382222222222
2006-07-31 00:00:00+00:00,23.588664874551974,23.59534796893668,0.6563037634408603,7.193908467741935,177.63306451612902,11.428186827956988,990.7425134408603
2006-08-31 00:00:00+00:00,19.478726105137394,19.528240740740742,0.760752688172043,9.63407553763441,232.39112903225808,11.51961491935484,935.0577822580645
2006-09-30 00:00:00+00:00,18.167731481481482,18.155570987654322,0.6894444444444444,9.922586527777778,161.2763888888889,10.78581486111111,908.1467361111112
2006-10-31 00:00:00+00:00,12.84475806451613,12.398678315412187,0.7336424731182796,9.394977553763441,175.76075268817203,10.721063575268817,1015.2602956989248
2006-11-30 00:00:00+00:00,7.13770061728395,5.328310185185185,0.8127222222222221,12.733981944444444,201.475,8.406838611111112,996.8925972222223
2006-12-31 00:00:00+00:00,2.218219832735962,0.10731033452807641,0.9053763440860215,9.306470833333334,175.42876344086022,5.188311559139786,1025.5334139784945
2007-01-31 00:00:00+00:00,4.873708183990442,2.3870146356033453,0.813494623655914,14.206324059139785,225.30241935483872,10.315598924731182,1007.5835887096773
2007-02-28 00:00:00+00:00,4.87635582010582,2.6398478835978834,0.8150148809523811,12.474625,199.48511904761904,9.538363541666667,1010.7261160714285
2007-03-31 00:00:00+00:00,8.438881421744325,7.174619175627241,0.7138844086021505,12.319637768817204,176.90994623655914,11.009976344086022,1001.3764784946236
2007-04-30 00:00:00+00:00,12.34807098765432,11.894421296296297,0.5363611111111111,9.917890694444445,182.45277777777778,11.969209583333335,1009.7336666666666
